Name,Comment,Time,Likes,Reply Count
psycho TX,หลอนมากผมอยู่ขอนแก่นพอดี,2020-08-18T00:20:48Z,4,1
Sorayut Kingdonnok,โรงเรียนไหนครับ,2020-08-19T10:06:59Z,0,
AAA. ZSEDCFT,มาแล้วสนุกมากพี่นิก,2020-08-18T00:20:22Z,0,0
ดีจ้า สึนะ,สนุกเฉย,2020-08-18T00:14:55Z,1,0
ปาณชัย แซ่จาง,ดู,2020-08-18T00:05:56Z,1,0
Wachirawit Sutthaluang,ดูก่อนไปโรงเรียนเลย,2020-08-18T00:05:43Z,2,0
Paine FF,พี่รัุป่ะผมนอนไม่หลับเพราะพี่,2020-08-18T00:04:52Z,0,0
Bos's S2X,กำลังจะไปโรงเรียนเลย,2020-08-18T00:04:05Z,5,0
tawanat ketsota,เลื่อนไปเห็นพอดี,2020-08-18T00:02:27Z,1,0
7. สิทธิโชค,FCครับ,2020-08-18T00:02:16Z,1,0
RUOK Mk:,ดีนะหลอนตอนเข้าท้าหลอนกลางคืนนี้,2020-08-18T00:02:13Z,2,0
CP พระเจ้าส่งมาฆ่า,เม้น2,2020-08-18T00:01:55Z,1,0
Jao'o Khoon'n,"มาแล้วค้าบพี่
kfcคับพี่",2020-08-18T00:01:50Z,5,0
อัดตัว โน.1,เม้น23ครับพี่นิกกี้,2020-08-18T00:01:44Z,8,0
26_Pattarakorn Boonmee,1,2020-08-18T00:01:43Z,1,0
Phoom Chuduang,มาเเลเ้ว,2020-08-18T00:01:27Z,1,0
